rank,score_lower_bound,targetability_score,score_upper_bound,gross,penalty_total,problem_id,canonical_group_id,title,source,domain,difficulty_level,impact_score,claim_kind,route,eligibility_status,resolution_leverage,statement_status_confidence,certificate_verifier_readiness,search_compressibility,boundary_leverage,feedback_quality,local_reuse
361,42,49,56,53,4,unsolvedmath-green-035,unsolvedmath:unsolvedmath-green-035,Products of Primes Modulo p,UnsolvedMath,number_theory,2,40,universal_claim,counterexample,modeling_candidate,18,15,7,10,0,1,2
362,42,49,56,53,4,unsolvedmath-kou-21.142,unsolvedmath:unsolvedmath-kou-21.142,Kourovka Notebook Problem 21.142,UnsolvedMath,group_theory,2,40,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,10,16,1,1,2
363,42,49,56,53,4,unsolvedmath-kou-21.97,unsolvedmath:unsolvedmath-kou-21.97,Kourovka Notebook Problem 21.97,UnsolvedMath,group_theory,2,40,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,9,16,1,2,2
364,42,49,56,53,4,unsolvedmath-opg-163,unsolvedmath:unsolvedmath-opg-163,Subset-sums equality (pigeonhole version),UnsolvedMath,computer_science,2,40,equivalence_claim,counterexample,needs_status_audit,18,15,5,10,0,3,2
365,42,49,56,52,3,unsolvedmath-green-016,unsolvedmath:unsolvedmath-green-016,Linear Equation x + 3y = 2z + 2w,UnsolvedMath,combinatorics,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,10,14,0,3,2
366,42,49,56,52,3,unsolvedmath-opg-37086,unsolvedmath:unsolvedmath-opg-37086,Partition of Complete Geometric Graph into Plane Trees,UnsolvedMath,geometry,1,20,universal_claim,counterexample,needs_status_audit,18,15,5,8,0,4,2
367,42,49,56,52,3,unsolvedmath-opg-37456,unsolvedmath:unsolvedmath-opg-37456,Convex uniform 5-polytopes,UnsolvedMath,geometry,1,20,universal_claim,counterexample,needs_status_audit,18,15,5,8,0,4,2
368,42,49,56,52,3,unsolvedmath-opg-47031,unsolvedmath:unsolvedmath-opg-47031,Edge-disjoint Hamilton cycles in highly strongly connected tournaments.,UnsolvedMath,graph_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,9,16,1,1,2
369,42,49,56,52,3,unsolvedmath-opg-59927,unsolvedmath:unsolvedmath-opg-59927,List Colourings of Complete Multipartite Graphs with 2 Big Parts,UnsolvedMath,graph_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,9,14,2,2,2
370,42,49,56,52,3,unsolvedmath-opg-60037,unsolvedmath:unsolvedmath-opg-60037,Edge-Unfolding Convex Polyhedra,UnsolvedMath,geometry,1,20,universal_claim,counterexample,needs_status_audit,18,15,5,8,0,4,2
371,42,47,52,77,30,unsolvedmath-hl-b,unsolvedmath:unsolvedmath-hl-b,Hardy-Littlewood Conjecture B (Second Conjecture),UnsolvedMath,number_theory,5,100,universal_claim,counterexample,new_strategy_only,20,15,15,14,3,5,5
372,42,47,52,70,23,unsolvedmath-alg-007,unsolvedmath:unsolvedmath-alg-007,Casas-Alvero Conjecture,UnsolvedMath,algebra,3,60,universal_claim,counterexample,new_strategy_only,12,15,16,14,3,5,5
373,42,47,52,66,19,unsolvedmath-nt-039,unsolvedmath:unsolvedmath-nt-039,Scholz Conjecture,UnsolvedMath,number_theory,4,80,unclassified_question,formal_modeling,modeling_candidate,5,15,17,14,3,7,5
374,41,50,59,59,9,formal-conjectures-lebesgue-nagell,formal_conjectures:formal-conjectures-lebesgue-nagell,Formal Conjectures: lebesgue_nagell,Google DeepMind Formal Conjectures,research_mathematics,,50,equivalence_claim,counterexample,needs_status_audit,20,15,8,7,1,4,4
375,41,50,59,54,4,unsolvedmath-opg-37167,unsolvedmath:unsolvedmath-opg-37167,Shuffle-Exchange Conjecture,UnsolvedMath,combinatorics,2,40,universal_claim,counterexample,needs_atomic_split,4,15,9,16,3,5,2
376,41,49,57,58,9,unsolvedmath-ep-624,erdos:624,Erdős Problem #624,UnsolvedMath,combinatorics,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,14,1,1,2
377,41,49,57,56,7,unsolvedmath-ep-155,erdos:155,Erdős Problem #155,UnsolvedMath,combinatorics,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,10,1,3,2
378,41,49,57,56,7,unsolvedmath-ep-30,erdos:30,Erdős Problem #30,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,8,1,5,2
379,41,49,57,56,7,unsolvedmath-ep-335,erdos:335,Erdős Problem #335,UnsolvedMath,combinatorics,1,20,equivalence_claim,counterexample,needs_status_audit,18,15,7,10,0,4,2
380,41,49,57,56,7,unsolvedmath-ep-521,erdos:521,Erdős Problem #521,UnsolvedMath,graph_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,8,10,0,3,2
381,41,49,57,56,7,unsolvedmath-ep-670,erdos:670,Erdős Problem #670,UnsolvedMath,combinatorics,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,8,0,5,2
382,41,49,57,56,7,unsolvedmath-ep-757,erdos:757,Erdős Problem #757,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_status_audit,18,15,8,6,0,7,2
383,41,49,57,56,7,unsolvedmath-ep-949,erdos:949,Erdős Problem #949,UnsolvedMath,combinatorics,1,20,universal_claim,counterexample,needs_status_audit,18,15,8,10,0,3,2
384,41,49,57,52,3,unsolvedmath-ep-778,erdos:778,Erdős Problem #778,UnsolvedMath,graph_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,8,14,0,5,2
385,41,48,55,58,10,unsolvedmath-alg-016,unsolvedmath:unsolvedmath-alg-016,The Babai Conjecture on Graph Isomorphism,UnsolvedMath,algebra,4,80,universal_claim,counterexample,needs_status_audit,18,15,8,12,0,3,2
386,41,48,55,58,10,unsolvedmath-graph-039,unsolvedmath:unsolvedmath-graph-039,Unfriendly Partition Conjecture,UnsolvedMath,graph_theory,4,80,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,4,2
387,41,48,55,58,10,unsolvedmath-graph-049,unsolvedmath:unsolvedmath-graph-049,Line Graphs of Non-Word-Representable Graphs,UnsolvedMath,graph_theory,4,80,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,4,2
388,41,48,55,55,7,formal-conjectures-conjecture316,formal_conjectures:formal-conjectures-conjecture316,Formal Conjectures: conjecture316,Google DeepMind Formal Conjectures,research_mathematics,,50,universal_claim,counterexample,modeling_candidate,20,15,6,7,0,3,4
389,41,48,55,52,4,unsolvedmath-green-062,unsolvedmath:unsolvedmath-green-062,Bounds for Birch's Theorem,UnsolvedMath,number_theory,2,40,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,10,14,1,2,2
390,41,48,55,52,4,unsolvedmath-green-098,unsolvedmath:unsolvedmath-green-098,Bounds for Homogeneous Polynomial Zeros,UnsolvedMath,number_theory,2,40,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,10,14,1,2,2
391,41,48,55,52,4,unsolvedmath-opg-801,unsolvedmath:unsolvedmath-opg-801,Nearly spanning regular subgraphs,UnsolvedMath,graph_theory,2,40,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,9,16,1,1,2
392,41,48,55,51,3,unsolvedmath-opg-37327,unsolvedmath:unsolvedmath-opg-37327,Covering a square with unit squares,UnsolvedMath,geometry,1,20,universal_claim,counterexample,needs_status_audit,18,15,5,8,0,3,2
393,41,48,55,51,3,unsolvedmath-opg-46706,unsolvedmath:unsolvedmath-opg-46706,Turán number of a finite family.,UnsolvedMath,graph_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,9,14,0,3,2
394,41,48,55,51,3,unsolvedmath-opg-47643,unsolvedmath:unsolvedmath-opg-47643,Partitionning a tournament into k-strongly connected subtournaments.,UnsolvedMath,graph_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,9,16,1,0,2
395,41,46,51,68,22,unsolvedmath-kou-21.115,unsolvedmath:unsolvedmath-kou-21.115,Kourovka Notebook Problem 21.115,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,new_strategy_only,12,15,15,14,3,4,5
396,41,46,51,68,22,unsolvedmath-opg-369,unsolvedmath:unsolvedmath-opg-369,Bases of many weights,UnsolvedMath,combinatorics,2,40,universal_claim,counterexample,new_strategy_only,12,15,15,14,3,4,5
397,40,49,58,53,4,unsolvedmath-kou-21.112,unsolvedmath:unsolvedmath-kou-21.112,Kourovka Notebook Problem 21.112,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_atomic_split,4,15,9,16,1,6,2
398,40,49,58,53,4,unsolvedmath-opg-58213,unsolvedmath:unsolvedmath-opg-58213,Roller Coaster permutations,UnsolvedMath,combinatorics,2,40,universal_claim,counterexample,needs_atomic_split,4,15,9,16,1,6,2
399,40,48,56,57,9,unsolvedmath-ep-1013,erdos:1013,Erdős Problem #1013,UnsolvedMath,graph_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,8,12,0,2,2
400,40,48,56,55,7,unsolvedmath-ep-99,erdos:99,Erdős Problem #99,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,8,0,4,2
401,40,48,56,51,3,unsolvedmath-ep-108,erdos:108,Erdős Problem #108,UnsolvedMath,graph_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,8,14,1,3,2
402,40,48,56,51,3,unsolvedmath-ep-190,erdos:190,Erdős Problem #190,UnsolvedMath,graph_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,8,12,2,4,2
403,40,48,56,51,3,unsolvedmath-ep-283,erdos:283,Erdős Problem #283,UnsolvedMath,number_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,10,14,1,1,2
404,40,48,56,51,3,unsolvedmath-ep-452,erdos:452,Erdős Problem #452,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,8,12,1,5,2
405,40,48,56,51,3,unsolvedmath-ep-555,erdos:555,Erdős Problem #555,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,10,14,0,2,2
406,40,48,56,51,3,unsolvedmath-ep-575,erdos:575,Erdős Problem #575,UnsolvedMath,graph_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,9,14,0,3,2
407,40,48,56,51,3,unsolvedmath-ep-603,erdos:603,Erdős Problem #603,UnsolvedMath,graph_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,8,12,2,4,2
408,40,48,56,51,3,unsolvedmath-ep-683,erdos:683,Erdős Problem #683,UnsolvedMath,number_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,7,12,3,4,2
409,40,48,56,51,3,unsolvedmath-ep-711,erdos:711,Erdős Problem #711,UnsolvedMath,number_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,9,14,1,2,2
410,40,48,56,51,3,unsolvedmath-ep-983,erdos:983,Erdős Problem #983,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,10,12,2,2,2
411,40,47,54,65,18,unsolvedmath-opg-815,unsolvedmath:unsolvedmath-opg-815,Total Colouring Conjecture,UnsolvedMath,graph_theory,2,40,universal_claim,counterexample,needs_atomic_split,4,15,16,14,3,8,5
412,40,47,54,63,16,unsolvedmath-alg-021,unsolvedmath:unsolvedmath-alg-021,The Pierce-Birkhoff Conjecture,UnsolvedMath,algebra,4,80,universal_claim,counterexample,needs_status_audit,18,15,6,12,4,6,2
413,40,47,54,62,15,unsolvedmath-kou-21.59,unsolvedmath:unsolvedmath-kou-21.59,Kourovka Notebook Problem 21.59,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_atomic_split,4,15,16,14,3,5,5
414,40,47,54,59,12,formal-conjectures-beaver-math-olympiad-problem-2-antihydra-variants-set,formal_conjectures:formal-conjectures-beaver-math-olympiad-problem-2-antihydra-variants-set,Formal Conjectures: beaver_math_olympiad_problem_2_antihydra.variants.set,Google DeepMind Formal Conjectures,research_mathematics,,50,universal_claim,counterexample,modeling_candidate,20,15,6,11,1,2,4
415,40,47,54,57,10,unsolvedmath-graph-011,unsolvedmath:unsolvedmath-graph-011,Jaeger's Petersen Coloring Conjecture,UnsolvedMath,graph_theory,4,80,universal_claim,counterexample,needs_status_audit,18,15,7,12,0,3,2
416,40,47,54,57,10,unsolvedmath-nt-046,unsolvedmath:unsolvedmath-nt-046,Amicable Numbers of Opposite Parity,UnsolvedMath,number_theory,4,80,universal_claim,counterexample,needs_status_audit,18,15,9,10,0,3,2
417,40,47,54,56,9,unsolvedmath-green-077,unsolvedmath:unsolvedmath-green-077,Structure of Sets with Bounded Representation,UnsolvedMath,combinatorics,1,20,universal_claim,counterexample,needs_status_audit,18,15,7,10,1,3,2
418,40,47,54,55,8,unsolvedmath-green-069,unsolvedmath:unsolvedmath-green-069,Sum of Cubes in F_3^n,UnsolvedMath,combinatorics,2,40,equivalence_claim,counterexample,needs_status_audit,18,15,7,10,0,3,2
419,40,47,54,55,8,unsolvedmath-kou-21.116,unsolvedmath:unsolvedmath-kou-21.116,Kourovka Notebook Problem 21.116,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,8,8,0,4,2
420,40,47,54,55,8,unsolvedmath-kou-21.127,unsolvedmath:unsolvedmath-kou-21.127,Kourovka Notebook Problem 21.127,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,7,8,0,5,2
421,40,47,54,55,8,unsolvedmath-kou-21.54,unsolvedmath:unsolvedmath-kou-21.54,Kourovka Notebook Problem 21.54,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,8,8,0,4,2
422,40,47,54,55,8,unsolvedmath-kou-21.66,unsolvedmath:unsolvedmath-kou-21.66,Kourovka Notebook Problem 21.66,UnsolvedMath,group_theory,2,40,equivalence_claim,counterexample,needs_status_audit,18,15,7,10,0,3,2
423,40,47,54,54,7,formal-conjectures-conjecture315,formal_conjectures:formal-conjectures-conjecture315,Formal Conjectures: conjecture315,Google DeepMind Formal Conjectures,research_mathematics,,50,universal_claim,counterexample,modeling_candidate,20,15,6,7,0,2,4
424,40,47,54,54,7,formal-conjectures-conjecture322,formal_conjectures:formal-conjectures-conjecture322,Formal Conjectures: conjecture322,Google DeepMind Formal Conjectures,research_mathematics,,50,universal_claim,counterexample,modeling_candidate,20,15,6,7,0,2,4
425,40,47,54,54,7,formal-conjectures-pebbling-number-conjecture,formal_conjectures:formal-conjectures-pebbling-number-conjecture,Formal Conjectures: pebbling_number_conjecture,Google DeepMind Formal Conjectures,research_mathematics,,50,universal_claim,counterexample,modeling_candidate,20,15,6,7,0,2,4
426,40,47,54,50,3,unsolvedmath-green-054,unsolvedmath:unsolvedmath-green-054,Comparable Elements in Integer Lattices,UnsolvedMath,combinatorics,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,10,14,0,1,2
427,39,49,59,52,3,unsolvedmath-ep-340,erdos:340,Erdős Problem #340,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,10,14,3,4,2
428,39,49,59,52,3,unsolvedmath-ep-704,erdos:704,Erdős Problem #704,UnsolvedMath,graph_theory,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,10,16,0,5,2
429,39,47,55,56,9,unsolvedmath-ep-114,erdos:114,Erdős Problem #114,UnsolvedMath,graph_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,8,10,0,3,2
430,39,47,55,56,9,unsolvedmath-ep-410,erdos:410,Erdős Problem #410,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,7,12,1,1,2
431,39,47,55,56,9,unsolvedmath-ep-517,erdos:517,Erdős Problem #517,UnsolvedMath,combinatorics,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,10,1,2,2
432,39,47,55,56,9,unsolvedmath-ep-990,erdos:990,Erdős Problem #990,UnsolvedMath,combinatorics,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,10,0,3,2
433,39,47,55,54,7,unsolvedmath-ep-295,erdos:295,Erdős Problem #295,UnsolvedMath,combinatorics,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,7,8,2,2,2
434,39,47,55,54,7,unsolvedmath-ep-90,erdos:90,Erdős Problem #90,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,modeling_candidate,18,15,8,8,0,3,2
435,39,47,55,52,5,unsolvedmath-ep-218,erdos:218,Erdős Problem #218,UnsolvedMath,number_theory,1,20,equivalence_claim,counterexample,modeling_candidate,18,15,7,10,0,0,2
436,39,47,55,50,3,unsolvedmath-ep-162,erdos:162,Erdős Problem #162,UnsolvedMath,graph_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,7,14,1,3,2
437,39,47,55,50,3,unsolvedmath-ep-451,erdos:451,Erdős Problem #451,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,8,12,2,3,2
438,39,47,55,50,3,unsolvedmath-ep-467,erdos:467,Erdős Problem #467,UnsolvedMath,number_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,9,14,1,1,2
439,39,47,55,50,3,unsolvedmath-ep-596,erdos:596,Erdős Problem #596,UnsolvedMath,graph_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,8,14,1,2,2
440,39,47,55,50,3,unsolvedmath-ep-638,erdos:638,Erdős Problem #638,UnsolvedMath,graph_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,8,14,1,2,2
441,39,47,55,50,3,unsolvedmath-ep-710,erdos:710,Erdős Problem #710,UnsolvedMath,number_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,9,14,1,1,2
442,39,47,55,50,3,unsolvedmath-ep-712,erdos:712,Erdős Problem #712,UnsolvedMath,graph_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,7,14,1,3,2
443,39,47,55,50,3,unsolvedmath-ep-920,erdos:920,Erdős Problem #920,UnsolvedMath,graph_theory,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,8,12,0,5,2
444,39,46,53,65,19,unsolvedmath-kou-21.89,unsolvedmath:unsolvedmath-kou-21.89,Kourovka Notebook Problem 21.89,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_atomic_split,4,15,16,16,3,6,5
445,39,46,53,62,16,unsolvedmath-opg-706,unsolvedmath:unsolvedmath-opg-706,Goldbach conjecture,UnsolvedMath,number_theory,3,60,universal_claim,counterexample,new_strategy_only,18,15,10,12,0,3,4
446,39,46,53,61,15,unsolvedmath-opg-60034,unsolvedmath:unsolvedmath-opg-60034,Singmaster's conjecture,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_atomic_split,4,15,15,14,3,5,5
447,39,46,53,58,12,formal-conjectures-transcendental-gamma-one-div,formal_conjectures:formal-conjectures-transcendental-gamma-one-div,Formal Conjectures: transcendental_gamma_one_div,Google DeepMind Formal Conjectures,research_mathematics,,50,universal_claim,counterexample,needs_status_audit,20,15,9,5,1,4,4
448,39,46,53,57,11,formal-conjectures-lander-parkin-selfridge-variants-five-three,formal_conjectures:formal-conjectures-lander-parkin-selfridge-variants-five-three,Formal Conjectures: lander_parkin_selfridge.variants.five_three,Google DeepMind Formal Conjectures,research_mathematics,,50,universal_claim,counterexample,needs_status_audit,20,15,9,5,0,4,4
449,39,46,53,57,11,formal-conjectures-pillais-conjecture,formal_conjectures:formal-conjectures-pillais-conjecture,Formal Conjectures: pillais_conjecture,Google DeepMind Formal Conjectures,research_mathematics,,50,universal_claim,counterexample,needs_status_audit,20,15,9,5,0,4,4
450,39,46,53,54,8,unsolvedmath-green-013,unsolvedmath:unsolvedmath-green-013,4-term APs in Fourier Uniform Sets,UnsolvedMath,combinatorics,2,40,universal_claim,counterexample,modeling_candidate,18,15,8,8,0,3,2
451,39,46,53,54,8,unsolvedmath-kou-21.20,unsolvedmath:unsolvedmath-kou-21.20,Kourovka Notebook Problem 21.20,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_status_audit,18,15,8,8,0,3,2
